year,month,date,site,transect,replicate,size_mm,count,num_ao,area
2012,8,8/24/12,aque,4,A,75,1,0,300
2012,8,8/24/12,aque,4,A,87,1,0,300
2012,8,8/24/12,aque,4,B,63,2,0,300
2012,8,8/24/12,aque,4,B,77,1,0,300
2012,8,8/24/12,aque,4,B,85,2,0,300
2012,8,8/24/12,aque,4,C,NA,0,0,300
2012,8,8/24/12,aque,4,D,NA,0,0,300
2012,8,8/24/12,aque,5,A,NA,0,0,300
2012,8,8/24/12,aque,5,B,NA,0,0,300
2012,8,8/24/12,aque,5,C,64,1,0,300
2012,8,8/24/12,aque,5,C,65,2,0,300
2012,8,8/24/12,aque,5,C,70,1,0,300
2012,8,8/24/12,aque,5,C,78,1,0,300
2012,8,8/24/12,aque,5,C,80,1,0,300
2012,8,8/24/12,aque,5,C,85,1,0,300
2012,8,8/24/12,aque,5,C,88,1,0,300
2012,8,8/24/12,aque,5,C,89,1,0,300
2012,8,8/24/12,aque,5,C,90,1,0,300
2012,8,8/24/12,aque,5,D,60,1,0,300
2012,8,8/24/12,aque,6,A,NA,0,0,300
2012,8,8/24/12,aque,6,B,NA,0,0,300
2012,8,8/24/12,aque,6,C,NA,0,0,300
2012,8,8/24/12,aque,6,D,NA,0,0,300
2012,8,8/24/12,aque,7,A,65,1,0,300
2012,8,8/24/12,aque,7,A,70,1,0,300
2012,8,8/24/12,aque,7,A,72,1,0,300
2012,8,8/24/12,aque,7,A,75,1,0,300
2012,8,8/24/12,aque,7,B,NA,0,0,300
2012,8,8/24/12,aque,7,C,NA,0,0,300
2012,8,8/24/12,aque,7,D,NA,0,0,300
2012,8,8/27/12,carp,1,A,NA,0,0,300
2012,8,8/27/12,carp,1,B,95,1,0,300
2012,8,8/27/12,carp,1,C,85,2,0,300
2012,8,8/27/12,carp,1,C,90,2,0,300
2012,8,8/27/12,carp,1,C,95,1,0,300
2012,8,8/27/12,carp,1,D,NA,0,0,300
2012,8,8/27/12,carp,2,A,60,1,0,300
2012,8,8/27/12,carp,2,A,65,3,0,300
2012,8,8/27/12,carp,2,A,68,1,0,300
2012,8,8/27/12,carp,2,A,70,1,0,300
2012,8,8/27/12,carp,2,A,75,2,0,300
2012,8,8/27/12,carp,2,A,78,2,0,300
2012,8,8/27/12,carp,2,A,80,1,0,300
2012,8,8/27/12,carp,2,B,NA,0,0,300
2012,8,8/27/12,carp,2,C,60,3,0,300
2012,8,8/27/12,carp,2,C,64,1,0,300
2012,8,8/27/12,carp,2,C,65,1,0,300
2012,8,8/27/12,carp,2,C,75,1,0,300
2012,8,8/27/12,carp,2,C,76,1,0,300
2012,8,8/27/12,carp,2,C,78,1,0,300
2012,8,8/27/12,carp,2,C,82,1,0,300
2012,8,8/27/12,carp,2,C,85,1,0,300
2012,8,8/27/12,carp,2,D,52,1,0,300
2012,8,8/27/12,carp,2,D,57,1,0,300
2012,8,8/27/12,carp,2,D,58,1,0,300
2012,8,8/27/12,carp,2,D,61,1,0,300
2012,8,8/27/12,carp,2,D,62,1,0,300
2012,8,8/27/12,carp,2,D,64,1,0,300
2012,8,8/27/12,carp,2,D,65,1,0,300
2012,8,8/27/12,carp,2,D,68,1,0,300
2012,8,8/27/12,carp,2,D,70,1,0,300
2012,8,8/27/12,carp,2,D,72,1,0,300
2012,8,8/27/12,carp,2,D,78,1,0,300
2012,8,8/27/12,carp,2,D,81,1,0,300
2012,8,8/27/12,carp,2,D,85,1,0,300
2012,8,8/27/12,carp,2,D,88,1,0,300
2012,8,8/27/12,carp,2,D,92,1,0,300
2012,8,8/27/12,carp,3,A,NA,0,0,300
2012,8,8/27/12,carp,3,B,58,1,0,300
2012,8,8/27/12,carp,3,C,74,1,0,300
2012,8,8/27/12,carp,3,C,75,1,0,300
2012,8,8/27/12,carp,3,C,80,3,0,300
2012,8,8/27/12,carp,3,C,85,2,0,300
2012,8,8/27/12,carp,3,C,90,1,0,300
2012,8,8/27/12,carp,3,D,75,1,0,300
2012,8,8/27/12,carp,3,D,78,1,0,300
2012,8,8/27/12,carp,3,D,80,1,0,300
2012,8,8/27/12,carp,3,D,95,1,0,300
2012,8,8/27/12,carp,4,A,55,1,0,300
2012,8,8/27/12,carp,4,A,71,1,0,300
2012,8,8/27/12,carp,4,B,74,1,0,300
2012,8,8/27/12,carp,4,B,156,1,0,300
2012,8,8/27/12,carp,4,C,72,1,0,300
2012,8,8/27/12,carp,4,D,NA,0,0,300
2012,8,8/27/12,carp,5,A,68,1,0,300
2012,8,8/27/12,carp,5,A,71,1,0,300
2012,8,8/27/12,carp,5,B,NA,0,0,300
2012,8,8/27/12,carp,5,C,60,1,1,300
2012,8,8/27/12,carp,5,D,62,1,0,300
2012,8,8/27/12,carp,5,D,65,2,0,300
2012,8,8/27/12,carp,6,A,NA,0,0,300
2012,8,8/27/12,carp,6,B,98,1,0,300
2012,8,8/27/12,carp,6,C,NA,0,0,300
2012,8,8/27/12,carp,6,D,NA,0,0,300
2012,8,8/28/12,carp,7,A,NA,0,0,300
2012,8,8/28/12,carp,7,B,66,1,0,300
2012,8,8/28/12,carp,7,B,68,1,0,300
2012,8,8/28/12,carp,7,C,NA,0,0,300
2012,8,8/28/12,carp,7,D,47,1,0,300
2012,8,8/28/12,carp,8,A,68,1,0,300
2012,8,8/28/12,carp,8,B,65,1,0,300
2012,8,8/28/12,carp,8,C,NA,0,0,300
2012,8,8/28/12,carp,8,D,NA,0,0,300
2012,8,8/28/12,carp,9,A,NA,0,0,300
2012,8,8/28/12,carp,9,B,58,1,0,300
2012,8,8/28/12,carp,9,B,81,1,0,300
2012,8,8/28/12,carp,9,B,82,1,0,300
2012,8,8/28/12,carp,9,B,84,1,0,300
2012,8,8/28/12,carp,9,C,75,1,0,300
2012,8,8/28/12,carp,9,C,77,1,0,300
2012,8,8/28/12,carp,9,D,NA,0,0,300
2012,8,8/29/12,mohk,1,A,65,1,0,300
2012,8,8/29/12,mohk,1,A,70,1,0,300
2012,8,8/29/12,mohk,1,A,75,3,0,300
2012,8,8/29/12,mohk,1,A,80,2,0,300
2012,8,8/29/12,mohk,1,A,82,2,0,300
2012,8,8/29/12,mohk,1,A,84,1,0,300
2012,8,8/29/12,mohk,1,A,85,2,0,300
2012,8,8/29/12,mohk,1,B,68,1,0,300
2012,8,8/29/12,mohk,1,B,70,1,0,300
2012,8,8/29/12,mohk,1,B,72,1,0,300
2012,8,8/29/12,mohk,1,B,75,3,0,300
2012,8,8/29/12,mohk,1,B,78,1,0,300
2012,8,8/29/12,mohk,1,B,85,1,0,300
2012,8,8/29/12,mohk,1,B,88,1,0,300
2012,8,8/29/12,mohk,1,C,75,1,0,300
2012,8,8/29/12,mohk,1,C,80,1,0,300
2012,8,8/29/12,mohk,1,C,84,1,0,300
2012,8,8/29/12,mohk,1,D,60,1,0,300
2012,8,8/29/12,mohk,1,D,62,1,0,300
2012,8,8/29/12,mohk,1,D,65,2,0,300
2012,8,8/29/12,mohk,1,D,68,4,0,300
2012,8,8/29/12,mohk,1,D,70,2,0,300
2012,8,8/29/12,mohk,1,D,72,4,0,300
2012,8,8/29/12,mohk,1,D,75,3,0,300
2012,8,8/29/12,mohk,1,D,80,1,0,300
2012,8,8/29/12,mohk,1,D,85,3,0,300
2012,8,8/29/12,mohk,1,D,88,2,0,300
2012,8,8/29/12,mohk,2,A,NA,0,0,300
2012,8,8/29/12,mohk,2,B,60,1,0,300
2012,8,8/29/12,mohk,2,B,65,1,0,300
2012,8,8/29/12,mohk,2,B,68,1,0,300
2012,8,8/29/12,mohk,2,B,75,1,0,300
2012,8,8/29/12,mohk,2,B,78,1,0,300
2012,8,8/29/12,mohk,2,B,85,1,0,300
2012,8,8/29/12,mohk,2,C,NA,0,0,300
2012,8,8/29/12,mohk,2,D,55,1,0,300
2012,8,8/29/12,mohk,2,D,65,1,0,300
2012,8,8/29/12,mohk,2,D,66,1,0,300
2012,8,8/29/12,mohk,2,D,75,2,0,300
2012,8,8/29/12,mohk,2,D,77,1,0,300
2012,8,8/29/12,mohk,2,D,80,2,0,300
2012,8,8/29/12,mohk,2,D,82,3,0,300
2012,8,8/29/12,mohk,2,D,84,1,0,300
2012,8,8/29/12,mohk,2,D,85,1,0,300
2012,8,8/29/12,mohk,2,D,90,4,0,300
2012,8,8/29/12,mohk,2,D,95,2,0,300
2012,8,8/29/12,mohk,2,D,105,1,0,300
2012,8,8/29/12,mohk,2,D,110,2,0,300
2012,8,8/29/12,mohk,3,A,65,1,0,300
2012,8,8/29/12,mohk,3,A,72,1,0,300
2012,8,8/29/12,mohk,3,B,NA,0,0,300
2012,8,8/29/12,mohk,3,C,60,1,0,300
2012,8,8/29/12,mohk,3,C,65,1,0,300
2012,8,8/29/12,mohk,3,C,68,1,0,300
2012,8,8/29/12,mohk,3,C,75,1,0,300
2012,8,8/29/12,mohk,3,C,80,1,0,300
2012,8,8/29/12,mohk,3,C,82,1,0,300
2012,8,8/29/12,mohk,3,D,NA,0,0,300
2013,8,8/21/13,ivee,1,A,NA,0,0,300
2013,8,8/21/13,ivee,1,B,NA,0,0,300
2013,8,8/21/13,ivee,1,C,NA,0,0,300
2013,8,8/21/13,ivee,1,D,NA,0,0,300
2013,8,8/21/13,ivee,2,A,NA,0,0,300
2013,8,8/21/13,ivee,2,B,NA,0,0,300
2013,8,8/21/13,ivee,2,C,NA,0,0,300
2013,8,8/21/13,ivee,2,D,NA,0,0,300
2013,8,8/21/13,ivee,3,A,60,1,0,300
2013,8,8/21/13,ivee,3,A,62,1,0,300
2013,8,8/21/13,ivee,3,A,64,1,0,300
2013,8,8/21/13,ivee,3,A,65,1,1,300
2013,8,8/21/13,ivee,3,A,72,1,1,300
2013,8,8/21/13,ivee,3,A,74,1,1,300
2013,8,8/21/13,ivee,3,A,78,1,0,300
2013,8,8/21/13,ivee,3,A,79,1,0,300
2013,8,8/21/13,ivee,3,A,80,1,0,300
2013,8,8/21/13,ivee,3,A,82,1,0,300
2013,8,8/21/13,ivee,3,B,58,1,0,300
2013,8,8/21/13,ivee,3,B,72,1,1,300
2013,8,8/21/13,ivee,3,B,75,1,0,300
2013,8,8/21/13,ivee,3,C,68,1,0,300
2013,8,8/21/13,ivee,3,C,75,1,0,300
2013,8,8/21/13,ivee,3,D,NA,0,0,300
2013,8,8/21/13,ivee,4,A,64,1,0,300
2013,8,8/21/13,ivee,4,A,70,1,0,300
2013,8,8/21/13,ivee,4,A,74,1,0,300
2013,8,8/21/13,ivee,4,B,65,1,0,300
2013,8,8/21/13,ivee,4,B,70,1,0,300
2013,8,8/21/13,ivee,4,B,78,1,0,300
2013,8,8/21/13,ivee,4,B,83,1,0,300
2013,8,8/21/13,ivee,4,B,85,1,0,300
2013,8,8/21/13,ivee,4,C,70,1,0,300
2013,8,8/21/13,ivee,4,C,75,1,0,300
2013,8,8/21/13,ivee,4,D,NA,0,0,300
2013,8,8/21/13,ivee,5,A,75,1,0,300
2013,8,8/21/13,ivee,5,A,78,1,0,300
2013,8,8/21/13,ivee,5,A,82,1,0,300
2013,8,8/21/13,ivee,5,A,85,2,0,300
2013,8,8/21/13,ivee,5,B,77,1,0,300
2013,8,8/21/13,ivee,5,B,83,1,0,300
2013,8,8/21/13,ivee,5,C,NA,0,0,300
2013,8,8/21/13,ivee,5,D,80,1,0,300
2013,8,8/21/13,ivee,6,A,NA,0,0,300
2013,8,8/21/13,ivee,6,B,62,1,0,300
2013,8,8/21/13,ivee,6,C,NA,0,0,300
2013,8,8/21/13,ivee,6,D,85,1,0,300
2013,8,8/21/13,ivee,7,A,NA,0,0,300
2013,8,8/21/13,ivee,7,B,65,1,0,300
2013,8,8/21/13,ivee,7,B,72,1,0,300
2013,8,8/21/13,ivee,7,C,NA,0,0,300
2013,8,8/21/13,ivee,7,D,68,1,0,300
2013,8,8/21/13,ivee,7,D,78,1,0,300
2013,8,8/21/13,ivee,8,A,NA,0,0,300
2013,8,8/21/13,ivee,8,B,NA,0,0,300
2013,8,8/21/13,ivee,8,C,NA,0,0,300
2013,8,8/21/13,ivee,8,D,78,1,0,300
2013,8,8/22/13,napl,1,A,62,1,0,300
2013,8,8/22/13,napl,1,A,65,1,1,300
2013,8,8/22/13,napl,1,B,NA,0,0,300
2013,8,8/22/13,napl,1,C,70,1,0,300
2013,8,8/22/13,napl,1,D,75,1,0,300
2013,8,8/22/13,napl,2,A,NA,0,0,300
2013,8,8/22/13,napl,2,B,70,1,1,300
2013,8,8/22/13,napl,2,B,80,1,0,300
2013,8,8/22/13,napl,2,C,54,1,0,300
2013,8,8/22/13,napl,2,C,70,2,0,300
2013,8,8/22/13,napl,2,C,72,1,0,300
2013,8,8/22/13,napl,2,C,105,1,0,300
2013,8,8/22/13,napl,2,D,108,1,0,300
2013,8,8/22/13,napl,3,A,81,1,0,300
2013,8,8/22/13,napl,3,A,95,1,0,300
2013,8,8/22/13,napl,3,A,110,1,0,300
2013,8,8/22/13,napl,3,B,70,1,0,300
2013,8,8/22/13,napl,3,B,75,1,0,300
2013,8,8/22/13,napl,3,B,85,1,0,300
2013,8,8/22/13,napl,3,B,90,1,0,300
2013,8,8/22/13,napl,3,C,68,1,0,300
2013,8,8/22/13,napl,3,C,70,1,0,300
2013,8,8/22/13,napl,3,C,75,1,0,300
2013,8,8/22/13,napl,3,D,60,1,0,300
2013,8,8/22/13,napl,3,D,72,1,0,300
2013,8,8/22/13,napl,3,D,75,1,0,300
2013,8,8/22/13,napl,4,A,NA,0,0,300
2013,8,8/22/13,napl,4,B,NA,0,0,300
2013,8,8/22/13,napl,4,C,NA,0,0,300
2013,8,8/22/13,napl,4,D,NA,0,0,300
2013,8,8/22/13,napl,5,A,68,1,1,300
2013,8,8/22/13,napl,5,A,76,1,1,300
2013,8,8/22/13,napl,5,B,48,1,0,300
2013,8,8/22/13,napl,5,B,55,1,0,300
2013,8,8/22/13,napl,5,B,92,1,0,300
2013,8,8/22/13,napl,5,C,62,1,0,300
2013,8,8/22/13,napl,5,C,64,1,0,300
2013,8,8/22/13,napl,5,C,65,1,0,300
2013,8,8/22/13,napl,5,C,66,1,0,300
2013,8,8/22/13,napl,5,C,68,1,0,300
2013,8,8/22/13,napl,5,C,90,1,0,300
2013,8,8/22/13,napl,5,D,65,1,0,300
2013,8,8/22/13,napl,5,D,76,1,0,300
2013,8,8/22/13,napl,5,D,79,1,0,300
2013,8,8/22/13,napl,6,A,80,1,0,300
2013,8,8/22/13,napl,6,B,72,1,0,300
2013,8,8/22/13,napl,6,B,77,1,0,300
2013,8,8/22/13,napl,6,C,64,2,0,300
2013,8,8/22/13,napl,6,C,65,1,0,300
2013,8,8/22/13,napl,6,C,90,1,0,300
2013,8,8/22/13,napl,6,C,98,1,0,300
2013,8,8/22/13,napl,6,D,74,1,0,300
2013,8,8/22/13,napl,7,A,NA,0,0,300
2013,8,8/22/13,napl,7,B,NA,0,0,300
2013,8,8/22/13,napl,7,C,74,1,0,300
2013,8,8/22/13,napl,7,D,80,1,0,300
2013,8,8/22/13,napl,7,D,86,1,0,300
2013,8,8/22/13,napl,8,A,62,1,0,300
2013,8,8/22/13,napl,8,A,93,1,0,300
2013,8,8/22/13,napl,8,B,NA,0,0,300
2013,8,8/22/13,napl,8,C,NA,0,0,300
2013,8,8/22/13,napl,8,D,65,1,0,300
2013,8,8/22/13,napl,9,A,62,1,0,300
2013,8,8/22/13,napl,9,A,64,1,0,300
2013,8,8/22/13,napl,9,A,71,1,0,300
2013,8,8/22/13,napl,9,A,78,1,0,300
2013,8,8/22/13,napl,9,A,79,1,0,300
2013,8,8/22/13,napl,9,A,82,1,0,300
2013,8,8/22/13,napl,9,A,84,1,0,300
2013,8,8/22/13,napl,9,A,100,1,0,300
2013,8,8/22/13,napl,9,B,NA,0,0,300
2013,8,8/22/13,napl,9,C,80,1,0,300
2013,8,8/22/13,napl,9,D,NA,0,0,300
2013,8,8/23/13,mohk,1,A,NA,0,0,300
2013,8,8/23/13,mohk,1,B,80,1,0,300
2013,8,8/23/13,mohk,1,C,75,1,1,300
2013,8,8/23/13,mohk,1,C,85,1,0,300
2013,8,8/23/13,mohk,1,D,76,1,1,300
2013,8,8/23/13,mohk,1,D,78,1,1,300
2013,8,8/23/13,mohk,1,D,80,1,0,300
2013,8,8/23/13,mohk,2,A,62,1,0,300
2013,8,8/23/13,mohk,2,B,60,1,1,300
2013,8,8/23/13,mohk,2,B,65,1,0,300
2013,8,8/23/13,mohk,2,B,83,1,0,300
2013,8,8/23/13,mohk,2,C,60,1,1,300
2013,8,8/23/13,mohk,2,D,60,1,1,300
2013,8,8/23/13,mohk,3,A,60,1,1,300
2013,8,8/23/13,mohk,3,A,67,1,1,300
2013,8,8/23/13,mohk,3,B,NA,0,0,300
2013,8,8/23/13,mohk,3,C,87,1,0,300
2013,8,8/23/13,mohk,3,D,NA,0,0,300
2013,8,8/26/13,aque,1,A,75,1,0,300
2013,8,8/26/13,aque,1,A,80,1,0,300
2013,8,8/26/13,aque,1,B,65,1,0,300
2013,8,8/26/13,aque,1,B,80,1,0,300
2013,8,8/26/13,aque,1,B,90,1,0,300
2013,8,8/26/13,aque,1,C,80,1,0,300
2013,8,8/26/13,aque,1,C,85,1,0,300
2013,8,8/26/13,aque,1,D,NA,0,0,300
2013,8,8/26/13,aque,2,A,NA,0,0,300
2013,8,8/26/13,aque,2,B,58,1,0,300
2013,8,8/26/13,aque,2,B,78,1,0,300
2013,8,8/26/13,aque,2,C,NA,0,0,300
2013,8,8/26/13,aque,2,D,NA,0,0,300
2013,8,8/26/13,aque,3,A,NA,0,0,300
2013,8,8/26/13,aque,3,B,NA,0,0,300
2013,8,8/26/13,aque,3,C,NA,0,0,300
2013,8,8/26/13,aque,3,D,NA,0,0,300
2013,8,8/26/13,aque,4,A,65,1,0,300
2013,8,8/26/13,aque,4,A,75,1,0,300
2013,8,8/26/13,aque,4,A,78,1,0,300
2013,8,8/26/13,aque,4,A,81,1,0,300
2013,8,8/26/13,aque,4,A,85,1,0,300
2013,8,8/26/13,aque,4,B,NA,0,0,300
2013,8,8/26/13,aque,4,C,NA,0,0,300
2013,8,8/26/13,aque,4,D,73,1,0,300
2013,8,8/26/13,aque,4,D,85,1,0,300
2013,8,8/26/13,aque,4,D,86,1,0,300
2013,8,8/26/13,aque,5,A,47,1,0,300
2013,8,8/26/13,aque,5,A,48,1,0,300
2013,8,8/26/13,aque,5,B,NA,0,0,300
2013,8,8/26/13,aque,5,C,60,2,0,300
2013,8,8/26/13,aque,5,C,65,4,0,300
2013,8,8/26/13,aque,5,C,70,1,1,300
2013,8,8/26/13,aque,5,C,75,1,1,300
2013,8,8/26/13,aque,5,C,78,1,1,300
2013,8,8/26/13,aque,5,C,85,1,0,300
2013,8,8/26/13,aque,5,C,95,1,0,300
2013,8,8/26/13,aque,5,D,NA,0,0,300
2013,8,8/26/13,aque,6,A,NA,0,0,300
2013,8,8/26/13,aque,6,B,NA,0,0,300
2013,8,8/26/13,aque,6,C,NA,0,0,300
2013,8,8/26/13,aque,6,D,NA,0,0,300
2013,8,8/26/13,aque,7,A,56,1,0,300
2013,8,8/26/13,aque,7,B,55,1,0,300
2013,8,8/26/13,aque,7,C,NA,0,0,300
2013,8,8/26/13,aque,7,D,NA,0,0,300
2013,8,8/27/13,carp,1,A,77,1,1,300
2013,8,8/27/13,carp,1,B,NA,0,0,300
2013,8,8/27/13,carp,1,C,81,1,0,300
2013,8,8/27/13,carp,1,D,75,1,0,300
2013,8,8/27/13,carp,1,D,76,1,0,300
2013,8,8/27/13,carp,1,D,78,1,0,300
2013,8,8/27/13,carp,2,A,66,1,1,300
2013,8,8/27/13,carp,2,A,68,1,1,300
2013,8,8/27/13,carp,2,A,70,1,0,300
2013,8,8/27/13,carp,2,A,80,1,1,300
2013,8,8/27/13,carp,2,B,NA,0,0,300
2013,8,8/27/13,carp,2,C,68,1,0,300
2013,8,8/27/13,carp,2,C,70,2,0,300
2013,8,8/27/13,carp,2,C,75,4,0,300
2013,8,8/27/13,carp,2,C,80,3,0,300
2013,8,8/27/13,carp,2,C,82,1,0,300
2013,8,8/27/13,carp,2,C,85,7,0,300
2013,8,8/27/13,carp,2,C,86,1,0,300
2013,8,8/27/13,carp,2,C,90,3,0,300
2013,8,8/27/13,carp,2,C,95,1,0,300
2013,8,8/27/13,carp,2,D,72,2,0,300
2013,8,8/27/13,carp,2,D,75,2,0,300
2013,8,8/27/13,carp,2,D,78,1,0,300
2013,8,8/27/13,carp,2,D,79,1,0,300
2013,8,8/27/13,carp,2,D,82,1,0,300
2013,8,8/27/13,carp,2,D,83,1,0,300
2013,8,8/27/13,carp,2,D,85,1,0,300
2013,8,8/27/13,carp,2,D,87,1,0,300
2013,8,8/27/13,carp,2,D,90,1,0,300
2013,8,8/27/13,carp,3,A,NA,0,0,300
2013,8,8/27/13,carp,3,B,NA,0,0,300
2013,8,8/27/13,carp,3,C,NA,0,0,300
2013,8,8/27/13,carp,3,D,65,1,0,300
2013,8,8/27/13,carp,4,A,59,1,0,300
2013,8,8/27/13,carp,4,A,60,1,0,300
2013,8,8/27/13,carp,4,B,NA,0,0,300
2013,8,8/27/13,carp,4,C,79,1,0,300
2013,8,8/27/13,carp,4,C,81,1,0,300
2013,8,8/27/13,carp,4,D,78,1,0,300
2013,8,8/27/13,carp,5,A,65,1,0,300
2013,8,8/27/13,carp,5,A,68,2,0,300
2013,8,8/27/13,carp,5,A,71,1,0,300
2013,8,8/27/13,carp,5,A,75,1,0,300
2013,8,8/27/13,carp,5,A,76,1,0,300
2013,8,8/27/13,carp,5,A,77,1,0,300
2013,8,8/27/13,carp,5,A,78,1,0,300
2013,8,8/27/13,carp,5,A,80,1,0,300
2013,8,8/27/13,carp,5,B,63,1,0,300
2013,8,8/27/13,carp,5,B,75,1,0,300
2013,8,8/27/13,carp,5,C,70,1,0,300
2013,8,8/27/13,carp,5,C,72,1,0,300
2013,8,8/27/13,carp,5,C,75,1,0,300
2013,8,8/27/13,carp,5,C,78,1,0,300
